denied,debt_income_ratio,black,self_employed,score_consumer,score_mortgage,insurance_denied,loan_price_ratio
0,24.65,0,0,1,1,0,.79912663
0,21.9,0,0,1,1,0,.58181816
1,31.299999,0,0,5,2,1,.94285715
0,37.700001,0,1,1,1,0,.75757575
0,12.1,0,1,1,1,0,.80000001
0,31.9,0,0,1,1,0,.95172411
0,35.700001,0,0,1,2,0,.69776118
0,37.799999,0,1,1,1,0,.80193239
0,29.299999,0,0,1,2,0,.89772725
0,38.099998,0,0,1,2,0,.7986111
0,23.299999,0,0,1,1,0,.69230771
0,28.700001,0,0,1,1,0,.55555558
0,24.5,0,1,1,3,0,.66666669
0,29.5,0,0,2,2,0,.8974359
0,39.299999,0,0,1,2,0,.79545456
0,33,0,0,5,2,0,.66666669
0,29.799999,0,0,1,2,0,.2
0,40.299999,0,0,1,1,0,.80063289
0,38.599998,0,0,1,2,0,.86206895
1,38.200001,1,0,6,2,0,.94999999
0,35.200001,0,0,1,1,0,.65217394
0,30.6,0,0,1,2,0,.63999999
0,40.009998,0,0,1,2,0,.79881656
0,27,0,0,1,2,0,.94488192
0,38.5,0,0,1,2,0,.72439027
0,21.200001,0,0,1,2,0,.88235295
0,17.5,0,0,2,1,0,.82105261
0,29.959999,0,0,1,2,0,.59183675
0,25.799999,0,0,1,1,0,.75
0,26.6,0,0,1,1,0,.41152263
0,24.299999,0,0,1,1,0,.58677685
0,15.5,0,0,5,1,0,.80000001
0,30,0,0,2,1,0,.80000001
0,39.900002,0,0,1,3,0,.62111801
0,24.74,0,0,1,2,0,.79735684
0,39.5,1,1,5,1,0,.80000001
0,36,0,0,1,2,0,.80000001
1,43,0,1,1,1,0,.64231735
0,39,0,0,1,1,0,.80000001
0,33,0,0,1,2,0,.75862068
0,35,0,1,1,1,0,.62068963
0,33,0,0,2,2,0,.80000001
0,43,0,0,1,2,0,.31609195
0,29,0,0,1,2,0,.625
0,28,0,0,1,2,0,.78947371
0,40,0,0,1,2,0,.61267608
0,37,0,0,3,2,0,.80000001
0,33,0,0,3,2,0,.51612902
0,28,0,0,1,1,0,.80000001
0,36,0,0,1,1,0,.63106793
0,45,0,1,1,1,0,.87
0,30,0,0,1,1,0,.5
0,38,0,1,1,1,0,.35555556
0,29,0,0,1,1,0,.33333334
0,33,0,1,1,1,0,.57692307
0,21,0,0,1,1,0,.27777779
0,31,1,0,1,2,0,.97500002
0,19,1,0,1,2,0,.95714283
0,36,1,0,2,2,0,.72131145
0,35,1,0,1,2,0,.95483869
0,37,1,0,5,2,0,.89999998
0,34,0,0,2,2,0,.91964287
0,33,0,0,2,2,0,.80000001
0,31,0,0,1,2,0,.49685535
0,34.580002,0,0,1,1,0,.57067603
0,42,1,1,2,2,0,.94954127
0,38,1,0,5,2,0,1
0,35,1,0,2,2,0,.95522386
0,33,0,0,3,2,0,.96923077
0,24,1,0,3,2,0,.96842104
0,28.09,1,0,1,2,0,.94845361
0,32,0,0,1,2,0,.74400002
0,16,1,0,2,1,0,.703125
0,25,1,1,1,1,0,1.2054795
0,35,0,1,1,2,0,.80000001
0,38,1,0,1,2,0,.98888886
0,32,1,0,1,2,0,1
0,35,1,0,2,2,0,1.0149254
0,27,1,0,1,2,0,.98750001
0,25,1,0,1,2,0,1
0,29,1,0,3,2,0,1
0,27.120001,1,0,4,2,0,1.0149254
0,32,1,0,1,2,0,.98888886
0,31,1,0,2,2,0,.95294118
0,37,1,0,2,2,0,.95555556
0,58,1,0,4,2,0,.95555556
0,33,1,0,2,2,0,.94845361
0,16,1,0,2,1,0,.87196112
0,38,1,0,3,2,0,1
0,34,1,0,3,2,0,.95238096
1,39,1,0,2,2,0,.93333334
1,45,1,0,1,2,0,.94845361
1,51,1,0,1,2,0,.94674557
1,43,1,0,6,2,0,.94444442
1,31,1,0,6,2,1,.94444442
1,46,1,0,4,2,0,.60000002
1,24,1,0,5,2,0,.94736844
0,22,1,0,2,1,1,.94545454
1,22,1,0,2,1,1,.94999999
1,18,1,0,1,2,0,.63829786
1,66,0,0,2,2,0,.90256411
1,59,1,0,3,2,1,.94117647
1,35,1,0,3,2,1,.94999999
1,52,1,0,4,2,1,.94964027
1,42,1,0,3,2,1,.87857145
1,41,1,0,3,2,1,.99387342
1,49,1,0,1,2,1,.9402985
1,46,1,0,2,2,0,.94936711
1,25,1,0,1,2,0,.63636363
1,39,1,0,5,2,1,.93959731
1,41,0,0,5,2,1,.88
1,26,1,0,4,2,0,.94285715
1,36,1,0,5,2,0,.94444442
1,39,1,0,5,2,0,.94496948
1,36,1,0,5,2,0,.94736844
1,25.299999,1,0,6,2,1,.94444442
1,83,1,0,5,2,0,.94557822
1,34,1,0,1,2,1,.94318181
0,26,0,0,1,2,0,.5625
1,28,0,1,2,2,1,.89999998
1,34,0,0,1,2,0,.8035714
0,37,0,0,1,1,0,.71129709
1,23,0,1,2,1,0,.66923076
0,31,0,0,1,2,0,.85401458
0,36,0,0,1,1,0,.64888889
0,41,0,0,1,2,0,.89999998
0,31,0,0,1,2,0,.79838711
0,44,0,0,2,1,0,.67708331
0,37,0,0,2,1,0,.23809524
0,39,0,0,1,1,0,.53488374
0,38,0,0,3,1,0,.80000001
0,45,0,0,3,1,0,.31007752
0,34,0,0,1,2,0,1
0,34,0,0,3,1,0,.80000001
0,36,0,0,1,2,0,.669967
1,54,0,0,6,2,0,.95614034
0,35,0,0,1,1,0,.80000001
0,33,0,0,5,2,0,.89999998
0,35,0,0,1,1,0,.79906541
0,31,0,0,1,3,0,.65284973
1,25,0,0,3,2,0,.79754603
0,37,0,0,6,2,1,.80000001
0,27,0,0,1,2,0,.89393938
0,27,0,0,1,1,0,.43674698
0,36,0,0,1,2,0,.83941609
0,21,0,0,1,1,0,.60000002
0,30,0,0,1,2,0,.89999998
0,34,0,0,6,2,0,.89781022
0,29,0,1,1,2,0,.79899496
0,40,0,0,6,2,0,.94400001
0,30,0,0,1,2,0,.89999998
0,26,0,0,1,2,0,.92000002
0,28,0,0,1,1,0,.90285712
0,39,0,0,5,1,0,.80000001
0,22,0,0,1,1,0,.89333332
0,28.1,0,0,1,2,0,.72687227
0,35,0,0,5,2,0,.90131581
0,36.200001,0,0,1,1,0,.94736844
0,34.48,0,0,1,1,0,.89999998
0,36.400002,0,1,1,1,0,.92574257
0,17.6,0,0,1,2,0,.78181821
0,37.400002,0,0,1,2,0,.94915253
0,35.900002,0,0,2,1,0,.85106385
0,28.4,0,0,1,2,0,.36507937
0,33.610001,0,0,1,2,0,.80000001
0,25.5,1,0,5,1,0,.79148936
0,31.110001,0,0,2,2,0,.90647483
0,32.599998,0,0,1,2,0,.94117647
0,32.810001,0,0,1,2,0,.80291969
0,38,0,0,1,1,0,.77464789
0,32.200001,0,0,1,2,0,.80000001
1,31.6,0,0,5,2,0,.8035714
0,22.5,0,0,1,2,0,.90526319
0,22.360001,0,0,1,2,0,.88297874
0,22.299999,0,0,1,2,0,.65868264
0,16.9,0,0,2,2,0,.91208792
0,42.200001,0,1,2,2,0,.70930231
0,32.619999,0,0,1,1,0,.38626608
0,31.9,0,0,1,1,0,.5
0,44,0,1,1,2,0,.65034968
0,38.200001,1,0,6,2,0,.80000001
0,30.4,0,0,1,2,0,.92405063
0,34,0,1,2,1,0,.27272728
0,32.200001,0,0,2,2,0,.79285717
0,37.900002,0,0,1,2,0,.80000001
0,65,0,1,1,1,0,.5714286
0,31.9,0,0,6,2,0,.58823532
0,40.75,0,0,1,2,0,.8019802
0,35.919998,0,0,1,2,0,.90163934
0,19.559999,0,0,1,1,0,.5625
0,29.6,0,0,6,2,0,.703125
0,35.700001,0,0,1,1,0,.92156863
0,36.200001,0,0,1,2,0,.94782609
0,30.6,0,0,5,2,0,.80000001
0,27.5,0,0,1,2,0,.89999998
0,30.74,0,0,1,1,0,.62751681
0,32.400002,0,1,1,1,0,.76241136
0,22.799999,0,0,1,1,0,.29239765
0,37.490002,1,0,1,1,0,.87843138
0,40.299999,0,0,1,1,0,.52444446
0,45.400002,0,0,2,1,0,.66666669
0,27.799999,0,0,1,1,0,.52884614
0,28.73,0,0,1,1,0,.76190478
0,26.6,0,0,1,2,0,.89898992
0,33.400002,0,0,1,2,0,.89047617
0,17.4,0,0,2,2,0,.43087557
0,33.299999,0,0,1,2,0,.80000001
0,33.299999,0,0,1,1,0,.4642857
0,38.200001,1,0,1,2,0,.90399998
0,16.4,0,0,1,1,0,.32409012
0,24.1,0,0,1,2,0,.72580647
0,29.700001,0,0,1,2,0,.63157892
0,32.299999,0,0,1,2,0,.81355929
0,29,0,0,2,1,0,1.0909091
0,34.099998,0,0,1,2,0,.90259743
0,41.400002,0,0,2,1,0,.79865772
0,26.6,0,0,2,2,0,.89999998
0,25.940001,0,0,4,2,0,.69417477
0,48.990002,0,1,1,1,0,.6327014
0,26.6,0,0,1,1,0,.5479452
0,22.1,0,0,1,2,0,.77083331
0,40.369999,0,0,1,2,0,.80000001
0,21,0,0,1,1,0,.48780489
0,30.4,0,0,2,2,0,.80000001
0,38.900002,1,0,2,2,0,.96666664
0,37.5,0,0,1,2,0,.80000001
0,32.299999,0,0,1,2,0,.80000001
0,31.9,0,0,2,2,0,.46666667
0,30.200001,0,0,6,1,0,.78448278
0,36.139999,0,0,1,2,0,.87857145
0,30,0,0,1,2,0,.90131581
0,20.9,0,0,1,1,0,.72859746
0,40.099998,1,0,6,1,0,.88095236
0,33,0,0,6,2,0,.80419582
0,30.4,0,0,1,1,0,.66666669
0,14.6,0,0,1,2,0,.7682119
0,37,0,0,1,2,0,.89655173
0,24,0,0,1,1,0,.63043481
0,21,0,0,1,1,0,.21052632
0,26,0,0,2,2,0,.79720283
0,38,1,0,2,1,0,.80000001
0,26,0,0,2,2,0,.80000001
0,18,0,1,3,1,0,.63749999
0,24,0,0,1,2,0,.625
0,28,0,0,4,2,0,.9039548
0,25,0,0,1,2,0,.82485878
0,45,0,0,1,2,0,.501845
0,30,0,0,1,2,0,.7171315
0,34,0,0,5,2,0,.87857145
0,30,0,0,6,2,0,.75
0,28,0,0,1,1,0,.74796748
0,38,0,0,1,1,0,.63636363
1,34,0,0,6,2,0,.80000001
0,35,0,0,3,2,0,.92500001
0,33,0,0,1,2,0,.80000001
0,32,0,0,1,2,0,.81538463
0,22,0,0,1,2,0,.79310346
0,30,0,0,5,2,0,.80000001
0,26,0,0,1,1,0,.53703701
0,34,0,0,3,1,0,.68702292
0,28,0,0,1,2,0,.79545456
0,33,0,1,2,2,0,.89999998
0,40,0,0,1,2,0,.91250002
0,26,0,0,1,2,0,.88461536
0,20,0,0,1,1,0,.46370968
0,34,1,0,1,2,0,.88590604
0,33,0,0,5,2,0,.38461539
0,35,0,0,1,2,0,.94776118
0,36,0,0,2,2,0,.94736844
0,32,0,0,1,2,0,.57978725
0,32,0,0,2,2,0,.49494949
0,22,0,1,1,2,0,.89130437
0,28,0,0,2,1,0,.48290598
0,28,0,0,1,2,0,.94927537
0,31,0,0,1,2,0,.74358976
0,37,0,0,3,1,0,.80000001
0,32,1,0,5,2,0,.92500001
0,39,0,0,1,2,0,.50819671
0,39,0,0,2,1,0,.89880955
0,18,0,0,1,2,0,.56521738
1,38,0,0,1,1,1,.89999998
0,38,0,0,2,2,0,.79699248
0,26,0,0,2,2,0,.7473684
0,36,0,1,3,1,0,.72292995
0,27,0,0,1,2,0,.22
0,24,0,1,1,2,0,.69259262
0,25,0,0,1,1,0,.6448276
0,28,0,0,1,2,0,.7962963
0,39,0,0,1,2,0,.47393364
0,38,0,0,2,2,0,.80000001
0,15,0,0,1,2,0,1
0,23,0,0,1,2,0,.95652175
0,20,0,1,6,2,0,.85454547
0,32,0,1,5,3,0,.97090912
0,35,0,0,3,2,0,.80000001
0,46,0,0,1,2,0,.77142859
0,21,0,0,2,2,0,.8924731
0,31,0,0,1,2,0,.92777777
0,29,0,1,1,2,0,.80000001
0,31,1,0,1,2,0,.90476191
0,33,0,1,1,2,0,.72463769
0,33,0,0,1,2,0,.72727275
0,43,0,0,1,1,0,.80000001
0,37,0,0,2,2,0,.79828328
0,34,0,0,2,1,0,.78571427
1,43,0,0,1,2,1,.8881579
1,36,0,0,1,2,0,.83552629
1,78,0,0,1,2,0,.89999998
0,38,0,0,1,1,0,.6875
0,37,0,0,1,1,0,.64930558
0,37,0,0,1,1,0,.14930555
0,42,0,0,2,1,0,.65454543
0,33,0,0,2,1,0,.79503107
0,41,1,0,3,2,0,.7987988
0,38,1,0,1,2,0,.80281693
0,33,0,0,1,2,0,.80000001
0,39,0,1,4,2,0,.94426227
1,27,1,0,4,2,0,.80000001
1,63,1,0,5,2,0,.78888887
1,43,0,0,5,2,0,.80378252
0,33,1,0,3,2,0,.80059308
1,38,1,0,2,2,0,.79844964
1,37,1,0,5,2,0,.80575538
1,21,1,1,6,2,0,.8041237
0,21,1,0,3,2,0,.80000001
0,23,1,0,2,2,0,1
1,57,0,1,1,2,0,1.0285715
0,27,0,0,1,2,0,.80473375
0,33,0,0,1,2,0,1
0,47,0,1,1,1,0,.70786518
0,32,0,0,1,1,0,.75
0,29,0,0,6,1,0,.91006714
0,47,0,1,2,1,0,.37931034
0,53,0,0,2,1,0,.67346936
0,31,0,0,1,2,0,.8037383
0,39,0,0,2,2,0,.74842769
0,36,0,0,4,1,0,.85714287
0,42,0,0,1,2,0,.83111113
0,36,0,0,3,2,0,.89937109
0,35,0,0,1,2,0,.75
0,26,0,0,5,2,0,.89047617
0,22,0,0,2,2,0,.46315789
0,14,0,0,1,2,0,.29824561
0,32,0,0,5,2,0,.79702967
0,28,0,0,4,2,0,.75
0,37,1,0,2,2,0,.80000001
0,28,0,1,2,2,0,.74800003
0,29,0,0,2,2,0,.74683547
0,27,1,0,5,2,0,.8035714
0,25,0,0,2,2,0,.84126985
0,26,0,0,2,2,0,.80000001
0,30,0,0,1,1,0,.37037036
1,50,0,0,2,1,0,.79876161
0,38,0,0,6,2,0,.79870129
0,40,0,0,2,2,0,.89930558
0,34,0,0,6,2,0,.79661018
0,32,0,0,1,2,0,.79847908
0,26,0,0,2,2,0,.78260869
0,20,0,1,1,2,0,.52631581
0,29,0,0,1,1,0,.85981309
0,32,0,0,3,2,0,.89928055
1,39,1,0,1,1,0,.79948586
0,19,0,0,1,2,0,.75316453
0,37,0,0,1,2,0,.89855075
0,41,0,0,1,1,0,.58139533
1,38,0,0,2,2,0,.8018018
0,33,0,0,1,2,0,.90163934
0,34.900002,0,0,5,1,0,.90924835
0,38.400002,0,0,2,1,0,1
0,31,0,0,1,1,0,.5076142
0,27,0,1,1,2,0,1
0,39.599998,0,0,1,2,0,1
0,26,0,0,1,1,0,1
0,36.900002,0,0,2,2,0,.91919947
1,31,0,0,6,4,0,1
0,35.299999,0,0,3,2,0,1
0,27.6,0,0,1,1,0,1.0119047
0,31,0,0,1,1,0,.9765625
0,38,0,0,1,3,0,.902439
0,37,0,1,1,3,0,.80000001
0,36,0,0,2,2,0,.94999999
0,35,0,0,1,2,0,.91683608
0,36,0,0,1,2,0,.91666669
0,39.599998,0,0,1,1,0,1
0,36,0,0,2,2,0,.8888889
0,36,0,0,1,2,0,.83108109
0,27,0,0,1,1,0,.5
0,31,0,0,1,1,0,.80263156
0,34,0,0,1,2,0,.80000001
0,29,0,0,6,2,0,.89999998
0,42,0,0,1,1,0,.7758621
1,300,0,1,1,3,0,.5714286
0,33,0,1,1,2,0,.90399998
0,32,0,0,1,2,0,.89999998
1,30,0,0,6,2,0,.80000001
0,29,0,0,1,2,0,.94444442
0,28,0,0,2,2,0,.94444442
0,37,1,0,2,2,0,.94890511
0,37,0,0,1,2,0,.84302324
0,19,0,0,2,2,0,.43165466
0,36,0,0,1,2,0,.54945058
0,83,0,0,3,2,0,.72857141
0,29,0,0,1,2,0,.40625
0,37,1,0,3,2,0,.89999998
0,21,0,0,2,2,0,.55555558
0,21,0,0,1,2,0,.55555558
0,29,0,0,2,2,0,.33898306
0,21,0,0,5,2,0,.95294118
0,42,0,0,2,2,0,.80000001
0,22,0,0,1,2,0,.69142854
0,27,0,0,2,2,0,.70279932
0,43,1,0,1,2,0,.95238096
1,37,0,0,6,2,1,.89677417
0,29,0,0,4,2,0,.94999999
0,17,0,0,1,2,0,.3119266
0,34,0,0,5,2,0,.90131581
0,16,0,0,1,2,0,.33582088
0,13,0,0,2,2,0,.5
0,31,0,0,2,1,0,.62857145
0,23,0,1,5,2,0,.74137932
0,20,0,0,2,1,0,.80106807
0,21,0,0,2,2,0,.30303031
0,24,0,0,2,1,0,.80000001
0,22,0,0,1,2,0,.51351351
0,25,0,0,3,2,0,.58823532
0,34,0,0,3,2,0,.89655173
0,40,0,0,2,1,0,.52631581
0,29,0,0,2,1,0,.67647058
0,29,0,0,2,2,0,.80000001
0,14,1,0,1,2,0,.28985506
0,41,0,0,1,2,0,1
0,37,1,0,1,2,0,.86956519
0,43,1,0,5,2,0,.95238096
0,26,0,0,1,2,0,.90285712
0,23,0,0,5,2,0,.95294118
0,21.700001,0,0,1,1,0,.79310346
0,37,0,0,1,2,0,.75062549
0,33.200001,0,0,6,2,0,.89999998
0,30,0,1,2,1,0,.80000001
0,37.099998,0,0,6,2,0,.7037037
0,35,0,0,1,2,0,.89999998
0,17,0,0,1,2,0,.77777779
0,26.18,0,0,6,2,0,.90769231
0,21.9,0,0,5,2,0,.78014183
0,34.799999,0,0,4,2,0,.80000001
0,36,0,0,6,2,0,.65913373
0,43,0,0,1,1,0,.53741497
0,27,0,0,3,1,0,.19759451
0,36,0,0,5,1,0,.95172411
0,27,0,0,5,2,0,.67625898
0,31,1,0,2,1,0,.95238096
0,35,0,0,1,2,0,.90697676
0,36,0,0,6,2,0,.89999998
0,26,0,1,6,2,0,.42857143
0,36,0,0,1,2,0,1.051282
0,32,0,0,1,2,0,.8742857
0,28,0,0,1,2,0,.92903227
0,34,0,0,1,1,0,.80165291
0,25,0,0,1,2,0,.61363637
1,35,0,0,1,2,0,1.1271186
0,12,0,1,1,1,0,1
0,33,0,0,1,1,0,.61363637
0,26,0,0,1,2,0,.80263156
0,20,0,0,1,2,0,.71518987
0,31,0,0,1,2,0,.95327103
1,20,0,0,6,2,0,.79310346
0,37,0,0,1,2,0,1.1408451
0,31,0,0,1,1,0,.29714286
0,38,0,0,1,2,0,.625
0,29,0,1,1,1,0,.5
0,35,0,0,1,1,0,.94915253
0,40,0,0,1,1,0,.89930558
0,34,0,0,1,2,0,.92024541
0,33,1,1,1,1,0,.42258066
0,31,0,0,1,1,0,.76326531
0,41,0,0,1,2,0,1.25
1,24,0,0,3,1,0,.50684929
0,24,0,0,1,2,0,.79452056
0,38,1,0,6,1,0,.7972973
0,33,0,0,2,2,0,.92432433
0,32,0,0,1,1,0,.6979866
0,37,0,0,1,2,0,.95031059
0,38,0,0,2,1,0,.48205128
0,31,0,0,2,2,0,.79746836
1,31,1,0,6,2,0,.63157892
0,35,0,0,1,2,0,.94771242
0,31,0,0,1,1,0,.79452056
0,24,0,0,1,2,0,.2739726
0,35,0,0,1,2,0,.80000001
0,37,0,0,1,2,0,.80000001
0,30,0,0,1,2,0,.94999999
0,31,0,0,1,2,0,.9285714
0,17,0,0,1,1,0,.2519685
0,37,1,0,1,2,0,.7473684
1,24,0,0,1,2,0,.75342464
1,35,0,0,1,1,0,.14754099
1,35,0,0,2,1,0,.75409836
0,32,0,0,5,2,0,.79746836
0,33,0,0,1,2,0,.85207099
0,35,0,0,1,1,0,.80079681
1,39,0,0,6,1,0,.94736844
0,28,0,0,6,2,0,.67272729
1,40,0,0,6,2,0,.89944136
0,47,1,1,1,1,0,.31592688
0,38,0,0,1,2,0,.80000001
0,39,0,0,6,3,0,.89999998
0,32,0,0,6,2,0,.90434784
0,37,0,1,6,1,0,.46585366
0,49,0,0,1,1,0,.2037037
0,17,0,1,1,1,0,.80116957
0,33,0,0,1,2,0,.58441556
0,33,1,1,5,2,0,.33962265
0,27,0,0,1,2,0,.80000001
0,32,0,0,5,1,0,1.1052631
0,35,0,0,1,1,0,.92830187
0,33,0,0,1,2,0,.80239522
0,29,0,1,1,2,0,.80000001
0,32,0,0,1,2,0,.80000001
0,37,0,0,1,2,0,.89534885
0,26,0,0,1,2,0,.90155441
0,35,0,0,1,2,0,.90344828
0,26,0,0,1,2,0,.91612905
0,31,0,0,1,2,0,.7987805
0,35,0,0,1,2,0,.80000001
1,55,1,0,2,2,0,.90303028
0,31,0,0,1,2,0,.77397263
0,24,0,0,2,1,0,.54545456
0,34,0,1,1,2,0,.80128205
1,30,1,0,6,2,0,.90285712
0,33,0,1,1,1,0,.80000001
1,37,0,0,3,2,0,.89922482
0,25,0,0,1,2,0,.80272108
0,29,0,1,1,1,0,.78512394
0,32,0,0,2,1,0,.89403975
0,36,0,0,2,1,0,.80000001
0,24,0,0,1,1,0,.80000001
0,10,0,0,1,1,0,.90810812
0,34,0,0,1,2,0,.90277779
0,43,0,0,2,3,0,1.2
0,39,0,1,1,2,0,.97560978
0,31,0,0,2,2,0,.79856116
0,37,0,0,2,2,0,.85161293
0,31,0,0,1,1,0,.5970149
0,37,0,0,2,1,0,.50475913
0,24,0,1,1,2,0,1.8333334
0,37,0,0,1,1,0,.69230771
0,35,0,0,1,2,0,1
0,29,0,1,2,1,0,.94594592
0,29,0,0,2,1,0,.37362638
0,7,0,1,1,1,0,.91636366
0,36,0,0,1,2,0,.80000001
0,25,0,0,1,1,0,1.6470588
0,21,0,1,1,2,0,.7037037
0,13,0,0,2,1,0,.53571427
0,34,0,0,2,4,0,1
0,39,0,0,2,1,0,.9130435
0,30,0,0,2,2,0,.68728524
0,29,0,0,1,2,0,1
0,17,0,0,1,1,0,.52132702
0,37,0,0,1,2,0,1.4880953
1,44,0,1,2,2,0,.82123893
0,37,0,0,5,1,0,.80000001
0,25,0,0,1,1,0,.78125
0,26,0,0,2,2,0,.9951846
1,75,0,0,1,2,0,1
0,17.5,0,0,1,2,0,.60000002
0,18,0,0,1,2,0,1.0555556
0,35,0,1,1,1,0,.52525252
0,27.6,1,0,1,2,0,1
1,28,0,0,1,2,0,.94623655
0,33,1,0,5,2,0,.81102359
0,18,0,0,4,2,0,.57894737
0,48,1,1,2,2,0,.52380955
0,19,0,0,4,2,0,.87155962
0,40,1,0,5,2,0,.88695651
0,55,0,0,3,2,0,.57471263
0,39,1,0,4,2,0,.8037383
1,69.199997,0,1,5,2,0,.80000001
0,40.599998,0,0,1,1,0,1.14
1,41.200001,0,0,1,2,0,1.0006762
1,30,0,0,2,2,0,.94814813
0,34.799999,0,0,1,2,0,.79574466
0,32.5,0,0,1,1,0,.90344828
0,35.900002,1,0,3,1,0,.80000001
0,30,0,0,2,2,0,.90370369
0,26.700001,0,0,1,2,0,.80000001
0,33,0,0,1,2,0,.79611653
0,30.5,0,0,5,1,0,.79918033
0,32,0,1,1,2,0,.89726025
0,37,0,0,1,2,0,.94871795
0,24.4,0,1,1,2,0,.75
0,32.400002,0,0,1,1,0,.75757575
1,35,1,0,6,2,0,.90123457
0,38,0,0,2,2,0,.87619048
0,24,0,0,1,2,0,.90212768
0,31.200001,0,0,1,2,0,.76111114
0,32,0,0,1,2,0,.68148148
0,36,0,0,2,2,0,.8018018
0,17.6,0,1,2,2,0,.77523011
0,31,0,1,1,2,0,.80303031
0,27,0,0,1,2,0,.80000001
1,30,0,0,6,2,0,.5
1,41,0,0,2,1,0,.90052354
0,19,0,0,1,2,0,.41176471
0,20,0,0,6,1,0,.51944447
0,40,0,0,1,1,0,.67796612
0,32,0,0,2,2,0,.79870129
0,35,0,1,5,1,0,.7402299
0,37,0,0,2,2,0,.71322435
0,35,0,0,1,1,0,.94454294
0,33,0,0,1,1,0,.71111113
0,15,0,1,1,2,0,.67796612
0,34,0,0,1,1,0,.55304337
0,27,0,1,1,1,0,.80000001
0,34,1,0,5,1,0,.80000001
0,30,0,0,2,1,0,.94522023
0,32,0,0,1,2,0,.80000001
0,128,0,1,1,1,0,.71428573
0,28,0,0,2,1,0,.80000001
0,24,0,1,1,1,0,.7037037
0,24,1,0,1,2,0,.80000001
0,38,0,0,1,1,0,1.2894737
0,32,1,0,1,2,0,.89999998
0,35,0,0,2,2,0,.86363637
0,25,0,0,1,2,0,1.1875
0,44,0,0,1,1,0,.5
0,12,0,0,2,2,0,.33333334
0,21,0,0,1,1,0,1
0,24,0,1,1,1,0,.73333335
0,36,0,0,1,1,0,.59183675
0,32,0,0,2,2,0,.69629627
0,42,0,1,2,3,0,.6769231
0,37,0,1,1,1,0,.60714287
0,33,0,1,3,4,0,.66785717
0,27,0,0,1,1,0,.5
0,30,0,0,1,1,0,.75949365
0,48,0,1,3,1,0,.80225986
0,19,0,0,1,2,0,.7972973
0,19,0,0,1,2,0,.64102566
0,31,0,0,1,1,0,.72368419
0,36,0,0,6,2,0,.79870129
0,21,0,0,5,1,0,.4375
0,33,0,0,1,1,0,.52272725
0,36,0,0,1,2,0,.7352941
0,37,0,0,6,2,0,.80000001
0,35,0,0,2,1,0,.77380955
0,42,0,0,1,2,0,.8046875
0,34,0,0,6,2,0,.8740741
0,24,0,0,1,1,0,.79870129
0,38,0,0,1,2,0,.89795917
0,38,0,0,1,2,0,.28368795
0,18,0,1,2,2,0,.7962963
0,34,0,1,5,1,0,.80000001
0,33,0,0,1,2,0,.92307693
0,25,0,0,6,2,0,.90151513
0,38,1,0,6,2,0,.91549295
0,35,0,1,1,1,0,.79768789
0,38,0,0,1,2,0,.80000001
0,37,0,1,6,2,0,.60000002
0,38,0,0,6,2,0,.75
0,36,0,0,2,1,0,.65686274
0,34,0,0,1,2,0,.92253524
0,36,0,0,1,2,0,.63636363
0,23,0,0,1,1,0,.5925926
0,30,0,0,1,2,0,.87142855
0,29,0,0,1,1,0,.72480619
0,39,0,0,5,1,0,.64625853
1,36,0,0,6,2,0,.94827586
0,28,0,0,1,1,0,.80000001
0,38,0,0,1,2,0,.90399998
0,26,0,1,5,1,0,.53475934
0,44,1,0,5,1,0,.95200002
0,34,1,0,6,2,0,.7368421
0,34,0,0,5,2,0,.94999999
0,38,0,0,6,2,0,.80000001
0,38,0,0,6,4,0,.57499999
0,35,0,0,1,1,0,.95200002
1,16,0,0,6,2,0,.80000001
0,31,0,0,6,2,0,.97297299
0,36,0,0,5,2,0,.47058824
0,31,0,1,5,2,0,.92592591
1,45,0,0,1,2,0,.66666669
0,39,0,0,1,2,0,.625
1,20,0,0,6,3,0,.80000001
0,24,0,0,4,2,0,.78260869
0,45,0,0,2,2,0,.74285716
0,61,0,0,1,1,0,.80000001
0,27,0,0,1,2,0,.89847714
0,55,0,0,3,4,0,.5106383
0,32,0,0,3,2,0,.921875
0,17,0,0,1,1,0,.80000001
1,47,0,0,3,1,0,.8035714
0,14,0,1,1,1,0,.70175439
0,38,0,0,1,2,0,.85000002
0,31,0,1,1,2,0,.79617834
0,53,0,0,1,1,0,.70175439
0,26,0,0,1,1,0,.80000001
0,20,0,0,3,1,0,.89999998
0,33,0,1,1,2,0,.80000001
0,20,0,1,1,2,0,1
0,52,0,0,3,1,0,1.1764706
0,33,0,0,1,2,0,.90322578
0,19,0,0,2,2,0,.89655173
0,29.4,0,0,1,2,0,.90196079
1,29.299999,0,0,1,2,0,.84848487
0,33.700001,0,0,2,1,0,.35714287
0,20.1,0,0,2,1,0,.30769232
0,26.4,0,0,2,1,0,.40000001
0,27.969999,0,0,2,2,0,.89999998
0,44,0,0,1,1,0,.80090499
0,26.73,0,0,1,1,0,.80000001
0,41,0,0,1,2,0,.72368419
0,28.440001,0,0,1,1,0,.35606059
0,30,0,0,2,2,0,.2
0,27,0,0,6,2,0,.34090909
0,33.27,0,0,6,2,0,.79870129
0,30.73,0,0,1,2,0,.80000001
0,36.610001,0,0,6,2,0,.89999998
0,43.91,0,0,6,1,0,.8017621
1,12,0,0,3,2,0,.79545456
